,Dret_b,Dret_o,Dret_p
0,106.91308582004153,106.91308582004153,108.68744451385218
1,106.91308582004153,106.4752570514389,108.68744451385218
2,106.91308582004153,106.4752570514389,107.53526354384528
3,105.7609048500346,105.32307608143198,107.53526354384528
4,105.7609048500346,105.32307608143198,107.53526354384528
5,105.7609048500346,105.32307608143198,107.53526354384528
6,105.7609048500346,105.32307608143198,106.91308582004153
7,,,
8,,,
9,,,
10,,,
11,,,
