lwhl_b,lwhl_o,lwhl_p
105.10865643474496,105.10865643474496,105.10865643474496
121.26303567082044,138.8677004671253,119.15075461354358
117.44097499558856,115.88894132599235,120.06231168362058
119.40833719713066,120.14673243325691,123.1477803789472
128.50981489749972,143.02290475276442,120.47157795079733
118.94148573041727,117.49143806803308,121.1402900364416
120.12806288123808,119.70908607167236,-0.48089800759342444
,,
,,
,,
,,
,,
