,Dret_b,Dret_o,Dret_p
0,106.96640196872448,106.96640196872448,108.7544451406971
1,106.96640196872448,106.52519651070527,108.7544451406971
2,106.96640196872448,106.52519651070527,107.59337814590968
3,105.80533497393706,105.36412951591785,107.59337814590968
4,105.80533497393706,105.36412951591785,107.59337814590968
5,105.80533497393706,105.36412951591785,107.59337814590968
6,105.80533497393706,105.36412951591785,106.96640196872448
7,,,
8,,,
9,,,
10,,,
11,,,
