,Dcon_b,Dcon_o,Dcon_p
0,98.77011447571437,96.51253752761612,74.13913384919752
1,103.63034929729002,120.7707647016236,100.0
2,100.0,100.0,100.0
3,100.0,100.0,100.0
4,100.0,100.0,100.0
5,100.0,100.0,100.0
6,100.0,100.0,112.75806449326025
7,,,
8,,,
9,,,
10,,,
11,,,
