,lcon_b,lcon_o,lcon_p
0,98.73646747009792,98.73646747009792,96.12364921639553
1,102.11575497251874,108.28304950996133,99.77147489164253
2,99.97870892776871,100.39252049083636,100.32563574349251
3,101.05235789366922,102.46838078742269,104.10522423401834
4,108.45704716200999,116.54594538631981,99.94854465949892
5,100.31423309019962,100.92785323135804,100.25406157814858
6,100.87968159972596,101.86636284152331,99.99970057624078
7,,,
8,,,
9,,,
10,,,
11,,,
