,c1
0,88.6434943610722
1,103.04310708663162
2,95.46914256461748
3,101.12779506715843
4,107.895990189242
5,98.67885969654137
6,105.41866561427095
7,89.05478216858751
8,116.47514529954756
9,95.26980701988352
10,104.19268116256069
11,130.22394109698666
12,99.27320819973326
13,107.32005612011835
14,50.070628287602005
15,95.57341144918772
16,99.52877106833029
17,95.90985765887724
18,98.29124279584532
19,104.17391911269738
20,116.3284831626483
