o_inflation
107.0182537932562
107.0182537932562
107.0182537932562
105.8485448277135
105.8485448277135
105.8485448277135
105.8485448277135
107.0182537932562
106.57376438634998
106.57376438634998
105.40405542080728
105.40405542080728
105.40405542080728
105.40405542080728
108.81960560019196
108.81960560019196
107.64989663464927
107.64989663464927
107.64989663464927
107.64989663464927
107.0182537932562
