,c1
0,96.35116467820528
1,105.98532620006316
2,99.81417677618471
3,102.91488706558542
4,124.29840522573672
5,100.78376761861429
6,102.41689183024275
7,69.14268746598535
8,122.42509592112039
9,99.60922949696928
10,105.69622850549774
11,146.3783432031989
12,101.3040574030391
13,104.0971304458934
14,33.07840974476085
15,99.90564835674004
16,101.51058845040765
17,112.43001049155052
18,100.43111781117022
19,101.31825801436116
20,96.39646937848283
