,0
0,98.64669148043755
1,103.99466660595402
2,100.0
3,100.0
4,100.0
5,100.0
6,100.0
7,96.16255937456236
8,122.85517820437866
9,100.0
10,100.0
11,100.0
12,100.0
13,100.0
14,71.54391218201162
15,100.0
16,100.0
17,100.0
18,100.0
19,100.0
20,114.03837758142944
