Nret_b,Nret_o,Nret_p
3050.6101589878717,3050.6101589878717,3097.9788773402965
3240.9795742799397,3956.5594868363714,3125.7662740531346
3220.3555828966373,3906.0565858146115,3094.4744676369496
3200.41313918404,4023.184151270832,2615.9297154844685
3122.871994313774,5052.40383054995,2440.498200201222
2880.1455040245164,4667.043176373894,2689.7992089181453
3160.986173430979,5221.41754796331,4933.828965997985
,,
,,
,,
,,
,,
