,lcon_b,lcon_o,lcon_p
0,94.44902997030121,94.44902997030121,83.54796131868275
1,105.75959837837819,126.35021386102203,100.40548277774515
2,101.43489990116596,103.40600657603709,101.22547427185997
3,103.0412617218801,106.47735169245402,106.88521748204039
4,114.02878959464002,127.36360617970266,100.69892764219122
5,101.9330352557112,104.08487380739389,101.16075610258368
6,102.7849018392421,105.45110274304935,106.15993791873437
7,,,
8,,,
9,,,
10,,,
11,,,
