,c1
0,105.672752656557
1,104.31901459920793
2,103.82872188733366
3,103.52589692566465
4,119.20763098019779
5,108.38760913438588
6,102.9165999259189
7,69.44136593589104
8,103.53631825755727
9,103.57675884049755
10,105.54180130286342
11,136.865929161941
12,108.4949598129539
13,104.19741803524573
14,53.66262795319632
15,99.01353021353778
16,102.34165817376942
17,109.53337938816014
18,108.20968251810683
19,102.28521186234802
20,79.45263220346126
