,lcon_b,lcon_o,lcon_p
0,391.87520265740466,391.87520265740466,382.29749851162427
1,105.75959837837816,126.35021386102206,100.40548277774512
2,101.43489990116596,103.40600657603709,101.22547427185995
3,103.0412617218801,106.47735169245405,106.88521748204039
4,114.02878959464005,127.36360617970266,100.6989276421912
5,101.9330352557112,104.08487380739389,101.16075610258366
6,102.78490183924207,105.45110274304935,106.15993791873434
7,,,
8,,,
9,,,
10,,,
11,,,
