lret_b,lret_o,lret_p
107.09830240327705,107.09830240327705,107.09830240327705
129.5442567201499,154.00533294022978,126.60931484320346
124.23363487211334,122.07713747057849,127.87589203896957
126.96721698351637,127.99319176692828,132.1630446660901
139.61340720185063,159.778846376416,128.44455344045323
126.31854292792572,124.30375157559206,129.3737058830301
127.96725106653939,127.38509720040135,-39.614751729990985
,,
,,
,,
,,
,,
