o_inflation
106.55786560854133
106.55786560854133
106.55786560854133
105.46488800711778
105.46488800711778
105.46488800711778
105.46488800711778
106.55786560854133
106.14253412000038
106.14253412000038
105.04955651857682
105.04955651857682
105.04955651857682
105.04955651857682
108.24105111473361
108.24105111473361
107.14807351331005
107.14807351331005
107.14807351331005
107.14807351331005
106.55786560854133
