c1
inf
inf
inf
inf
inf
inf
inf
inf
inf
59.932678021943985
135.0283235834398
279.50862981772036
220.2528002963636
84.35682251350725
92.79250476485798
61.33584564957113
58.882411823588285
98.0392156862745
100
