c1
13586.369106564782
15054.625628050519
16685.051793998766
18301.82069814392
20078.0022477157
22028.319966635798
24168.385569290695
20832.865010238547
22995.19709792895
25387.288649960632
27738.78269305154
30312.233712621946
33127.08015800839
36203.76719543787
32716.937253002732
36827.02135218738
41033.46816196863
45726.64330653769
50960.66586673235
56794.49642639332
48956.19006008156
