,lmin_b,lmin_o,lmin_p
0,102.10661995810469,102.10661995810469,94.10198955793413
1,99.91466984651358,109.83328716517522,97.39322088322199
2,97.33119778056253,97.21776543014047,96.59873495254318
3,97.48926471539944,99.19324585044842,90.35556128957349
4,96.71026621134587,108.54917798649018,94.52621653991828
5,94.73782305973472,95.06337583459906,100.82775425343755
6,101.53227612647211,102.6076933743838,134.18978936082556
7,,,
8,,,
9,,,
10,,,
11,,,
