Nagr
73920.24524709223
80400.22392575227
87844.15988622817
95526.54656825456
104606.77584151564
114510.13345148572
126313.64891832578
73920.24524709223
80099.1467816587
87187.32014810525
94453.38221321825
103040.04640987249
112367.88890213479
123481.2978391625
78622.83485294813
86848.20874352247
95559.63949183295
105938.4125178885
117466.62606857237
131300.99101880193
102496.21632995024
