,Dcon_b,Dcon_o,Dcon_p
0,98.69783666311778,96.30758661630031,72.61934456773734
1,103.84369736992628,121.9914193145504,100.0
2,100.0,100.0,100.0
3,100.0,100.0,100.0
4,100.0,100.0,100.0
5,100.0,100.0,100.0
6,100.0,100.0,113.50782939115533
7,,,
8,,,
9,,,
10,,,
11,,,
