,lmin_b,lmin_o,lmin_p
0,89.63304025294667,89.63304025294667,73.63317775258452
1,105.9475595350008,131.87760215540723,99.92030202164267
2,99.86264212767864,99.71432024504291,101.07672116623417
3,102.12194774625314,104.14384880380668,109.04160681616546
4,117.61026704316593,133.630044800235,100.30956223396348
5,100.56285776489607,100.95232541300629,100.96233390136635
6,101.76211790502443,102.97070045161189,112.54386125779045
7,,,
8,,,
9,,,
10,,,
11,,,
