,Ncon_b,Ncon_o,Ncon_p
0,492303.3744167921,480713.70333211526,362150.62255152164
1,514525.1754482563,605281.0364102762,370758.15648686106
2,526803.4592318624,619842.581028872,376156.5352932342
3,538418.7532283212,642413.9058779422,398889.36088730104
4,603438.531536908,792535.5991367754,418662.73899081495
5,632762.5269497321,830013.5642728363,423194.4632696144
6,643412.2488993428,851831.355417592,417159.05616261635
7,,,
8,,,
9,,,
10,,,
11,,,
