,lcon_b,lcon_o,lcon_p
0,103.11574364876085,103.11574364876085,102.07142619706863
1,100.74813432039997,103.73008812473483,102.37678286307926
2,102.38633294724777,102.40574935321874,101.45603777339001
3,102.204862893914,103.64146083858972,106.04344826186399
4,112.07606122905874,123.36837541735221,104.95710842212722
5,104.85948342379436,104.7288683532805,101.08242837414264
6,101.68305193434071,102.62860657751658,87.12902619186184
7,,,
8,,,
9,,,
10,,,
11,,,
