Nret_b,Nret_o,Nret_p
1859.7407528241406,1859.7407528241406,1890.8280540095977
2106.453555237227,2588.0810972930235,1910.4162930140897
2062.99573662785,2502.736166046155,2045.8971176718942
2234.706791949864,2862.5578984631993,2051.0371861932376
2735.8005006724557,4878.8912788288135,2154.471367398553
2827.3650733512345,5072.962005522996,2491.3562262574105
3321.1205360768467,6176.2324189175615,3447.060930209246
,,
,,
,,
,,
,,
