Ntrd
26305.523956257988
29320.055758382707
32409.81234786108
35352.65894965791
44093.014976698934
50285.456677896414
54602.04805972246
42020.33295351698
47819.426874779085
52644.91606460476
58344.60853854393
83834.729182738
95784.33829808077
105158.65814558353
62538.3874960846
67140.62387210543
73545.70348106191
85905.07221924265
99219.72608256825
108579.18418511873
96905.48230098501
