o_inflation
107.01972296195576
107.01972296195576
107.01972296195576
105.84976913496314
105.84976913496314
105.84976913496314
105.84976913496314
107.01972296195576
106.57514050769856
106.57514050769856
105.40518668070594
105.40518668070594
105.40518668070594
105.40518668070594
108.82145185552442
108.82145185552442
107.65149802853179
107.65149802853179
107.65149802853179
107.65149802853179
107.01972296195576
