,Dmin_b,Dmin_o,Dmin_p
0,98.89587919435037,96.86915586967507,76.78359505385194
1,103.25911974062919,118.6468033028,100.0
2,100.0,100.0,100.0
3,100.0,100.0,100.0
4,100.0,100.0,100.0
5,100.0,100.0,100.0
6,100.0,100.0,111.45345982912534
7,,,
8,,,
9,,,
10,,,
11,,,
