c1
12909.951724804478
14600.284096990783
16529.732640506547
18539.28078242005
20803.123069410613
23358.616689944385
26247.524626744216
18588.405346369418
20943.522149970187
23622.461013594097
26394.099507858293
29505.104825858456
33004.29038728798
36945.90314160035
28448.561629242104
32696.79046320919
37233.77373504856
42420.67647607511
48361.64333826492
55175.612121465376
39075.175961653054
