,c1
0,108.74765786878943
1,111.02518304447416
2,107.35101694139195
3,107.56259055521845
4,107.41130907119933
5,106.94901329491816
6,107.40853096297207
7,57.01629736192977
8,117.2325697327223
9,112.34047270353778
10,112.85294943819163
11,115.14503843363295
12,111.5657298416358
13,112.0555401619022
14,37.315725892668205
15,104.77759206524452
16,104.76203090741873
17,103.20679716180472
18,104.34886037503486
19,104.70365954324915
20,72.54755059382815
