Nagr_b,Nagr_o,Nagr_p
10404.794247359101,10404.794247359101,10714.760221017697
9333.734591931414,9299.07778725851,9759.261460804451
8375.360155673898,8313.279038114972,8805.161040374614
7443.442934634414,7360.565656872831,7946.671824372899
6617.163411885437,6518.949983463844,7174.483461092525
5884.739490331272,5775.658312965161,6478.262631904351
5234.13807947792,5117.85394079714,5266.579469261667
,,
,,
,,
,,
,,
