lret_b,lret_o,lret_p
78.87408236429367,78.87408236429367,78.87408236429367
105.88930364305452,130.6390846641869,92.90283330699448
91.55858134776723,90.77888510000463,99.5337195214135
102.3798884454022,108.5541488662312,93.17602960924818
115.70611433323592,161.7610947261657,97.62963124471678
97.67645688919573,98.68421384670782,107.47552106378042
111.01845593061287,115.54981048071397,129.34979443513623
,,
,,
,,
,,
,,
