,Dagr_b,Dagr_o,Dagr_p
0,106.22786481870698,106.22786481870698,107.8263501221751
1,106.22786481870698,105.83343338018886,107.8263501221751
2,106.22786481870698,105.83343338018886,106.7883726523906
3,105.18988734892248,104.79545591040437,106.7883726523906
4,105.18988734892248,104.79545591040437,106.7883726523906
5,105.18988734892248,104.79545591040437,106.7883726523906
6,105.18988734892248,104.79545591040437,106.22786481870698
7,,,
8,,,
9,,,
10,,,
11,,,
