,lcon_b,lcon_o,lcon_p
0,65.15960550368303,65.15960550368303,48.41327438721696
1,93.22067959326804,107.32374797227865,98.99697781963812
2,99.83635092901923,101.43061521909056,88.43853929875472
3,90.61724841851816,94.83230401350454,89.40364323057706
4,100.3351562486033,120.56247525582278,98.62799842707096
5,99.86377234033547,101.98418765827813,102.98148519376812
6,104.95477043744606,108.18290753942301,146.70921788950102
7,,,
8,,,
9,,,
10,,,
11,,,
