,c1
0,96.25011132200515
1,96.69270154127065
2,99.49905981788423
3,95.57636295583987
4,99.70485406155201
5,99.50899563498923
6,101.68270285728254
7,108.19423898557726
8,101.9128020238564
9,99.42292194522591
10,96.63187432834867
11,107.62794405768972
12,99.73095280911117
13,102.38884596423607
14,86.8562673435456
15,99.53918885689657
16,95.02439178986178
17,95.45232565600591
18,99.36539791286883
19,101.22012868895345
20,120.14884968276583
