,Ncon_b,Ncon_o,Ncon_p
0,3821.2837878411556,3732.1742862095734,2116.84305135391
1,3694.1312280098455,4854.103241939964,2095.6106460253814
2,3688.0858165743975,4923.546781669525,1853.3274447340443
3,3342.041886293355,4669.112852239963,1656.9422565843952
4,3353.2429485062075,5629.198027148247,1634.2089827615314
5,3348.6749041145927,5740.891879662958,1682.932681617795
6,3514.5940583098372,6210.663754114022,2790.3084194836765
7,,,
8,,,
9,,,
10,,,
11,,,
