,Dret_b,Dret_o,Dret_p
0,107.0182537932562,107.0182537932562,108.81960560019196
1,107.0182537932562,106.57376438634998,108.81960560019196
2,107.0182537932562,106.57376438634998,107.64989663464927
3,105.8485448277135,105.40405542080728,107.64989663464927
4,105.8485448277135,105.40405542080728,107.64989663464927
5,105.8485448277135,105.40405542080728,107.64989663464927
6,105.8485448277135,105.40405542080728,107.0182537932562
7,,,
8,,,
9,,,
10,,,
11,,,
