Nagr_b,Nagr_o,Nagr_p
6548.821014042657,6548.821014042657,6892.745585654348
7212.00326760324,7185.012768839546,7709.929658128479
7946.514919967827,7887.147486807914,8556.000781512654
8685.507348538662,8588.035938461624,9517.677146743245
9515.978112322153,9373.62332779774,10616.728773249071
10454.692829386246,10259.371181039887,11880.046408874512
11522.236393167675,11264.233609042009,10123.407808979044
,,
,,
,,
,,
,,
