lamm_b,lamm_o,lamm_p
106.13826190040375,106.13826190040375,106.13826190040375
106.45150299451763,106.45249249552208,106.54591051849698
106.47679778394782,106.47293621773852,106.48030974002239
106.47131925028614,106.46853588356353,106.48307661907991
106.48980432877228,106.48893935313802,106.50758281290634
106.51119913287826,106.51121304344446,106.52313754460803
106.52552389859876,106.52599675639199,67.30150264153933
,,
,,
,,
,,
,,
