Ntrd_atyrau
6442.3
8660.0
10522.0
14696.3
69007.8
94462.09999999999
128086.20000000001
153127.2
190081.1
210007.1
301828.5
246163.9
285611.9
312827.2
400387.30000000005
404332.5
564202.9
1656063.7000000002
3223734.2
