,c1
0,89.63304025294666
1,105.9475595350008
2,99.86264212767864
3,102.12194774625314
4,117.61026704316592
5,100.5628577648961
6,101.76211790502444
7,76.05131567376311
8,131.87760215540726
9,99.71432024504291
10,104.14384880380669
11,133.630044800235
12,100.95232541300629
13,102.97070045161188
14,28.679132259491638
15,99.92030202164268
16,101.0767211662342
17,109.04160681616543
18,100.30956223396349
19,100.96233390136636
20,112.5438612577905
