,0
0,98.72696465171124
1,103.75771800775505
2,100.0
3,100.0
4,100.0
5,100.0
6,100.0
7,96.39018191896044
8,121.49949499691306
9,100.0
10,100.0
11,100.0
12,100.0
13,100.0
14,73.23182028143842
15,100.0
16,100.0
17,100.0
18,100.0
19,100.0
20,113.20567382488821
