,Dagr_b,Dagr_o,Dagr_p
0,106.28321688518048,106.28321688518048,107.89590921904347
1,106.28321688518048,105.88527981578572,107.89590921904347
2,106.28321688518048,105.88527981578572,106.84870640484672
3,105.23601407098374,104.83807700158897,106.84870640484672
4,105.23601407098374,104.83807700158897,106.84870640484672
5,105.23601407098374,104.83807700158897,106.84870640484672
6,105.23601407098374,104.83807700158897,106.28321688518048
7,,,
8,,,
9,,,
10,,,
11,,,
