lagr_b,lagr_o,lagr_p
84.41381405358189,84.41381405358189,85.63987622978148
84.44685860847179,84.44685860847179,84.47138051527628
84.47138051527628,84.47138051527628,84.4882630198319
84.4882630198319,84.4882630198319,84.51309500334723
84.51309500334725,84.51309500334725,84.54372758045963
84.54372758045963,84.54372758045963,84.55590524709041
84.55590524709041,84.55590524709041,76.52998690381017
,,
,,
,,
,,
,,
