,Dcon_b,Dcon_o,Dcon_p
0,98.69885006572441,96.31046021997335,72.64065343644869
1,103.84070603018922,121.97430459397296,100.0
2,100.0,100.0,100.0
3,100.0,100.0,100.0
4,100.0,100.0,100.0
5,100.0,100.0,100.0
6,100.0,100.0,113.49731698527872
7,,,
8,,,
9,,,
10,,,
11,,,
