Dind,lind,Nind
,,
,,
,,
,,
,,
,,
,,
97.36714932612625,115.9149377593361,1088.0
108.07237286156246,92.87077205882353,1092.0
105.82298734443458,97.52619047619048,1127.0
96.90945590148996,131.93921916592723,1441.0
100.9827382795177,132.7000693962526,1931.0
106.68083433302517,97.86374935266701,2016.0
103.14142762194906,102.91770833333334,2140.0
86.10097659416017,119.34476635514018,2199.0
92.89545399141973,90.66116416552978,1852.0
98.51190431474129,107.8138768898488,1967.0
103.37960894646648,104.00904931367565,2115.0
96.17259134055963,116.17215130023641,2363.0
