lamm_b,lamm_o,lamm_p
104.22258867407042,104.22258867407042,104.22258867407042
100.83219322100786,104.7950172089492,103.24722058281289
103.1366580314351,102.93556387557642,101.95051824550895
102.88531293008542,104.68404635399082,108.4108973948447
116.80204868355641,132.51697597110726,106.89408144791827
106.65221835725241,106.27703817085744,101.43067638061801
102.15769591376022,103.28631941047571,82.49187934229438
,,
,,
,,
,,
,,
