ltrd,lelc,lwtr,lind,Ntrd,Nelc,Nwtr,Nind,Nwhl,Dtrd,Delc,Dwtr,Dwhl,Dind,lret,lwhl,lagr,lmin,lcon,lman,Nman,Ncon,Nmin,Nret,Nagr,prognoz
105.57040205804384,98.26919136572798,98.41837718788206,90.94612310165905,3819.609250073627,13.692337709072113,129.89401913491486,3816.434290152194,2909.48897055092,105.28658768130109,107.18076868382894,109.0755935064711,104.89512319637326,99.08779955735848,107.09830240327706,105.10865643474494,105.35635923388114,89.63304025294666,94.44902997030121,102.92276792174557,335.81536876090524,12698.981838686765,3337.032564547302,910.1202795227072,12909.95172480448,базовый
123.23624987226258,87.32420984957918,88.4167905876216,96.14653074223158,5561.4473531667145,12.815310530092946,125.27127166715998,4171.603157371537,4305.121005487812,118.14910057720171,107.18076868382894,109.0755935064711,122.022582320858,113.68720252265594,129.5442567201499,121.26303567082044,106.4074406366833,105.9475595350008,105.7595983783782,105.23504145369972,365.15772051833306,13942.777357786634,3668.358854655951,1256.3263476789025,14600.284096990788,базовый
118.97543123184877,90.83829165447237,91.62797860472166,98.99245387548565,7093.8731908212185,12.477137457227418,125.20082095934528,4180.507392898366,5430.739455771175,107.21074226914655,107.18076868382894,109.0755935064711,107.4122853033887,101.23342218954218,124.23363487211334,117.44097499558858,106.52212753006904,99.86264212767864,101.43489990116596,103.93025757719276,379.50935949770917,14142.842256313303,3663.320074984084,1663.1337350500437,16529.732640506558,базовый
121.1804901005956,88.26110849460278,89.27293391870391,98.59778298948072,9305.591572731697,11.671442550359732,120.2236389556405,4268.956364925566,7078.558487625569,108.24998921931514,105.98397390319079,107.56299458872591,109.15690328413555,103.5679953418134,126.96721698351637,119.40833719713066,106.57679662021357,102.12194774625314,103.04126172188009,104.34722115692898,396.00747066631925,14572.963104240442,3741.0538127532473,2227.0330851061285,18539.280782420064,базовый
131.16714917141954,76.78424900830214,78.78531419254045,98.21905775814072,14710.276304036652,9.49810304989963,101.8821321359548,4932.470748923239,11431.123227071135,120.51795768024034,105.98397390319079,107.56299458872591,125.66310416557835,117.63783934744497,139.61340720185063,128.50981489749972,106.62800065483742,117.61026704316592,114.02878959464,106.36848179176936,421.2271343297502,16617.373435838854,4399.863379407635,3279.1530769655155,20803.123069410627,базовый
120.58594837055968,86.7564993528414,87.89801349433714,97.94974778821906,19094.964575728878,8.733314427770782,96.32521116950373,4968.912930792591,14726.420778614327,107.64684941754673,105.98397390319079,107.56299458872591,108.31159215049466,102.84745426322262,126.31854292792572,118.94148573041728,106.6974871415425,100.5628577648961,101.93303525571122,104.27297230287813,439.22605311186766,16938.593122926814,4424.6283520834495,4368.54379711455,23358.6166899444,базовый
121.92151145169737,84.45303604964047,85.79309557615753,97.58972693963874,25361.122137907616,7.816900120282413,88.89046798658853,5058.344558635579,19465.312799255247,108.93545974729093,105.98397390319079,107.56299458872591,110.03217752047111,104.31407689357948,127.9672510665394,120.12806288123808,106.77678528682672,101.76211790502444,102.7849018392421,104.51148486528722,459.04167002240786,17410.316314348936,4502.595520506301,5895.809338652371,26247.524626744234,базовый
105.57040205804384,98.26919136572798,98.41837718788206,90.94612310165905,3746.939456994625,13.692337709072113,129.89401913491486,3730.4196717290665,2836.8191774719176,103.28346274367902,107.18076868382894,109.0755935064711,102.27517619714695,96.8545633422595,107.09830240327706,105.10865643474494,105.35635923388114,89.63304025294666,94.44902997030121,102.92276792174557,328.78545429348765,12393.756441010413,3258.047860591592,910.1202795227072,12909.95172480448,оптимистичный
142.54458568394284,67.36979380080618,70.18233127172726,82.19753543545495,9718.850027376331,9.844938299778155,98.91221082636216,5757.837433297547,8231.120428387803,181.9648394888057,106.72598666718645,108.50080591772793,208.94214922595188,187.77722215683056,154.00533294022978,138.8677004671253,106.4074406366833,131.87760215540723,126.35021386102206,109.52846426798679,428.68997662994934,19077.685787279443,5220.390307541458,1487.729598988527,14545.618887975104,оптимистичный
116.83621004016271,89.59127418177394,90.48844691827439,98.02376899017585,12258.28002607627,9.4134515222392,97.11269520699287,5756.296849572671,10330.542982950317,107.9536166902725,106.72598666718645,108.50080591772793,108.29843922533249,101.98877755788408,122.07713747057848,115.88894132599235,106.52212753006904,99.71432024504291,103.40600657603709,103.63993043016468,444.29399354036866,19727.47301974988,5205.4767093030705,1927.737043125954,16406.185771397526,оптимистичный
121.38066658084723,84.79531330658878,86.10587048780239,97.75337957018785,16543.05943378239,8.423514970123666,89.46325149654034,5983.3830690268815,13951.095911145589,111.18258669059614,105.52919188654829,106.98820699998275,112.40178583767175,106.33392504742953,127.99319176692828,120.14673243325693,106.57679662021357,104.14384880380669,106.47735169245401,104.50569119928207,464.312508906256,21005.29082727306,5421.183793653961,2591.9635226368,18331.134065391405,оптимистичный
145.64822261792585,58.197049203588755,61.800224886642894,97.7835790613504,33164.189604580104,5.173291250693125,59.15216478716052,7817.443716236674,28813.657380539113,137.64117461582245,105.52919188654829,106.98820699998275,144.40574423172933,133.61401847421894,159.778846376416,143.02290475276442,106.62800065483742,133.630044800235,127.36360617970266,109.57876823832814,508.7879280359529,26753.09588614926,7244.330332162867,4350.532224040991,20491.778172436152,оптимистичный
118.38508841161972,84.53294538112719,85.86611717951557,97.52467433784713,42662.72092007573,4.614934518803812,54.3410939681754,7901.381637501254,36981.772459224325,108.6631168399729,105.52919188654829,106.98820699998275,109.24035804885898,103.63913197280553,124.30375157559206,117.49143806803309,106.6974871415425,100.95232541300629,104.08487380739388,103.99336323457523,529.1056780960978,27845.926092669546,7313.319930918176,5680.948460851402,22922.019811373262,оптимистичный
