Nwtr
9807.108915579907
11088.52692300783
11874.759610396053
12590.588095162813
13296.232994143675
13913.69841932424
14662.142453497916
14542.79003295241
16533.02920846713
17601.755895398415
18734.59700269088
20859.141327067824
21926.937496504313
23209.16551384089
22745.03590670187
24225.77034849195
25760.517253169717
26733.066169665195
28280.189417729012
30169.610208142698
31001.818238561482
