lelc
101.0436737949115
100.23789248139994
100.77759330057292
100.71451949138694
104.14697236465302
101.64555364264561
100.53569692837428
93.40140014641015
101.1564201762883
100.72977806296166
101.16089319576757
108.024674334058
101.55657981258027
100.81754174740476
89.89759557928814
100.6921982690331
100.47994337140614
102.07083130187182
101.69998809218086
100.35608538135779
95.6772253997349
