,Dagr_b,Dagr_o,Dagr_p
0,106.28022362900067,106.28022362900067,107.8921476937775
1,106.28022362900067,105.88247613249729,107.8921476937775
2,106.28022362900067,105.88247613249729,106.84544375561073
3,105.23351969083389,104.83577219433052,106.84544375561073
4,105.23351969083389,104.83577219433052,106.84544375561073
5,105.23351969083389,104.83577219433052,106.84544375561073
6,105.23351969083389,104.83577219433052,106.28022362900067
7,,,
8,,,
9,,,
10,,,
11,,,
