Nwtr
18716.12810463948
20080.8834646998
21661.171717036315
23095.32455742348
25463.751883896784
27400.67576415963
29162.95433077403
29155.20735963763
31436.399192035104
33753.10041956893
35995.17941041863
40990.99526990469
43884.8620916376
46641.08977430257
45636.60546618735
50016.31409785048
54111.33523426459
59468.62032190275
65118.82371331161
70363.49178952351
72059.03779518504
