,Dagr_b,Dagr_o,Dagr_p
0,106.18960889265546,106.18960889265546,107.7782751751037
1,106.18960889265546,105.79760032945396,107.7782751751037
2,106.18960889265546,105.79760032945396,106.74667369299445
3,105.15800741054622,104.7659988473447,106.74667369299445
4,105.15800741054622,104.7659988473447,106.74667369299445
5,105.15800741054622,104.7659988473447,106.74667369299445
6,105.15800741054622,104.7659988473447,106.18960889265546
7,,,
8,,,
9,,,
10,,,
11,,,
