,lmin_b,lmin_o,lmin_p
0,96.35116467820528,96.35116467820528,89.42866151673483
1,105.98532620006316,122.4250959211204,99.90564835674006
2,99.81417677618471,99.60922949696928,101.51058845040765
3,102.91488706558542,105.69622850549771,112.43001049155052
4,124.29840522573672,146.3783432031989,100.43111781117024
5,100.78376761861429,101.3040574030391,101.31825801436113
6,102.41689183024275,104.0971304458934,96.39646937848283
7,,,
8,,,
9,,,
10,,,
11,,,
