Nret_b,Nret_o,Nret_p
8160.085187390568,8160.085187390568,8297.437308884273
9805.15643577409,10642.34644512006,9902.412886592489
11388.013755816542,12200.77726866991,11800.948881164546
13342.020814580865,14427.539651472473,14601.144843140197
17270.0773465661,21213.26096031512,17391.084699447285
20032.158379997407,24334.155021408118,20800.573384998435
23460.17157316068,28491.32714585003,9753.718342782795
,,
,,
,,
,,
,,
