,c1
0,103.8482763980898
1,110.8665769867265
2,101.3019462024447
3,101.26462845986823
4,100.58875495171789
5,99.05769524691563
6,100.22998329044077
7,89.97699945772588
8,112.28780699165151
9,100.95735418203824
10,102.52096635189758
11,110.11850651729387
12,100.50150359474034
13,101.62239044907065
14,85.92870521988976
15,98.15793023011055
16,99.42676458001309
17,95.56253717570841
18,98.59785091283803
19,99.95054255055807
20,94.92230201650219
