,Dret_b,Dret_o,Dret_p
0,106.990985848,106.990985848,108.78533888232
1,106.990985848,106.54822341096,108.78533888232
2,106.990985848,106.54822341096,107.62017457432
3,105.82582153999999,105.38305910296,107.62017457432
4,105.82582153999999,105.38305910296,107.62017457432
5,105.82582153999999,105.38305910296,107.62017457432
6,105.82582153999999,105.38305910296,106.990985848
7,,,
8,,,
9,,,
10,,,
11,,,
