c1
6548.821014042656
7212.003267603236
7946.514919967823
8685.507348538658
9515.978112322151
10454.692829386246
11522.236393167677
9818.505236845012
10772.33372944186
11825.02907575847
12875.85592203351
14053.670047607637
15381.652583232573
16888.221016007185
15072.101723803375
16859.00671171361
18709.07790304836
20811.938631333443
23215.19256092627
25977.640656101947
22136.46657814262
