,lcon_b,lcon_o,lcon_p
0,-271.4592525680704,-271.4592525680704,-272.96101050150764
1,146.02012561393698,161.59579191876162,138.2158379023665
2,107.72437364277346,122.82283912015224,99.92693239909951
3,107.92022186170523,122.56589465227225,100.3685303877893
4,135.9164293644254,150.13194284692673,128.3729452117712
5,150.05396951177744,163.41564823825712,142.28744552172316
6,157.01959950452883,170.44244498150246,173.98539361956261
7,,,
8,,,
9,,,
10,,,
11,,,
