lagr_b,lagr_o,lagr_p
102.145878222653,102.145878222653,104.54004908630858
101.85077644517942,101.85077644517942,101.49550157258136
101.49550157258136,101.49550157258136,100.9869293740849
100.98692937408487,100.98692937408487,104.7952738002855
104.7952738002855,104.7952738002855,100.30542635648337
100.30542635648337,100.30542635648337,104.8661343366773
104.8661343366773,104.8661343366773,98.39831741774475
,,
,,
,,
,,
,,
