c1
100.84209011324003
102.12422735696538
100.59122453239276
100.6386242475872
101.67229306536505
100.62960472062275
100.77035680316595
100.84209011324003
103.20191259118805
100.55744136752935
101.01369994111965
105.08381859906808
100.8269416887566
101.16782346191874
100.84230947449713
100.71074406876066
100.49962439885618
100.16685941133132
100.54534855182158
100.59721351745294
98.48771110030665
