,c1
0,102.10661995810469
1,99.91466984651358
2,97.33119778056252
3,97.48926471539944
4,96.71026621134588
5,94.73782305973472
6,101.53227612647213
7,113.57987400677473
8,109.83328716517522
9,97.21776543014047
10,99.19324585044842
11,108.54917798649019
12,95.06337583459907
13,102.6076933743838
14,82.36971011496742
15,97.39322088322201
16,96.5987349525432
17,90.35556128957347
18,94.5262165399183
19,100.82775425343758
20,134.18978936082556
