Nagr_b,Nagr_o,Nagr_p
786.7438019028938,786.7438019028938,798.3102022234751
834.5625179067924,831.5337103055545,793.1020937982018
817.1000962186741,811.1799930104899,845.652208659608
858.49194726634,849.1490448423209,901.686397031136
901.9827444889164,888.8974483794723,881.2123499159875
868.6034690016489,852.8658409657808,1025.1408999338132
995.6869576948227,974.0644870799325,1178.1813073111266
,,
,,
,,
,,
,,
