,Dagr_b,Dagr_o,Dagr_p
0,106.25482305032013,106.25482305032013,107.86022763323562
1,106.25482305032013,105.85868425713318,107.86022763323562
2,106.25482305032013,105.85868425713318,106.81775712484894
3,105.21235254193344,104.81621374874649,106.81775712484894
4,105.21235254193344,104.81621374874649,106.81775712484894
5,105.21235254193344,104.81621374874649,106.81775712484894
6,105.21235254193344,104.81621374874649,106.25482305032013
7,,,
8,,,
9,,,
10,,,
11,,,
