lret_b,lret_o,lret_p
103.14371192405196,103.14371192405196,103.14371192405196
103.30413840611592,103.30464517923133,103.35248923631339
103.31709313702156,103.31511543520062,103.3188917859498
103.3142873050323,103.31286180327024,103.32030884355119
103.32375444126676,103.32331144384182,103.33285969507813
103.33471179399494,103.33471891829389,103.34082605368573
103.34204822530653,103.34229039950944,83.25345876206207
,,
,,
,,
,,
,,
